4.00,InfinitX,I1841,Rebecca Gomez,InfinitX,Web Dev,1616.00,Failed,Germany,2025-02-27,2025-04-28,851,2
10.00,Green Energy,I1842,Douglas Greer,Green Energy,Masterclass,1167.00,Failed,Nigeria,2025-02-12,2025-03-06,26,3
8.00,EcoTrans,I1843,Lauren Williams,EcoTrans,Growth Strategy,1901.00,Failed,USA,2023-12-17,2025-07-05,474,3
4.00,Betta Ltd.,I1844,Melissa Shepard,Betta Ltd.,Social Media,1891.00,Pending,Nigeria,2024-10-01,2025-07-05,1074,3
9.00,Green Energy,I1845,Sandra Moody,Green Energy,Masterclass,1248.00,Failed,USA,2024-04-03,2024-07-28,757,3
2.00,EcoTrans,I1846,Unknown_Intern_1,EcoTrans,Cloud Migration,1923.00,Failed,Nigeria,2024-09-08,2025-11-12,829,2
5.00,CloudSoft,I1847,Ashley Lester,CloudSoft,Growth Strategy,442.00,Paid,UK,2024-09-06,2024-12-18,482.5,2
1.00,InfinitX,I1848,William Wallace,InfinitX,Social Media,179.00,Pending,Nigeria,2023-11-11,2025-01-03,482.5,3
10.00,CloudSoft,I1849,Christopher Vargas,CloudSoft,Social Media,855.00,Pending,UK,2024-06-09,2024-09-21,698,2
7.00,Green Energy,I1850,Bethany Garcia,Green Energy,Social Media,1428.00,Failed,UK,2023-12-07,2025-12-14,482.5,3
2.00,DataCore,I1851,Danielle Austin,DataCore,Social Media,1743.00,Pending,Nigeria,2024-09-11,2024-10-13,822,3
10.00,CloudSoft,I1852,Allison Brooks,CloudSoft,Cloud Migration,1259.00,Pending,USA,2023-09-28,2024-06-08,482.5,3
8.00,DataCore,I1853,Brandi Cooper,DataCore,Growth Strategy,1230.00,Paid,Nigeria,2025-02-02,2025-06-17,1144,3
9.00,DataCore,I1854,Joshua Shaw,DataCore,Growth Strategy,1409.00,Failed,Canada,2023-10-14,2024-12-21,1116,3
5.00,Green Energy,I1855,Nathan Shea,Green Energy,Cloud Migration,1504.00,Pending,Nigeria,2024-03-27,2025-06-09,226,3
9.00,Green Energy,I1856,Erin Hays,Green Energy,Cloud Migration,1566.00,Pending,Nigeria,2025-07-16,2025-10-13,1180,3
1.00,Betta Ltd.,I1857,Joshua Ayala,Betta Ltd.,SEO,540.00,Paid,Canada,2023-11-23,2025-07-07,133,3
7.00,TechBridge,I1858,Jessica Navarro,TechBridge,Masterclass,1945.00,Failed,USA,2024-12-10,2025-10-03,39,3
5.00,Alpha Tech,I1859,Ms. Kristina Charles,Alpha Tech,Web Dev,1262.00,Paid,Canada,2024-08-13,2025-03-28,106,1
1.00,Nova Systems,I1860,Cynthia Miller,Nova Systems,Masterclass,674.00,Failed,Canada,2025-06-18,2025-09-05,730,3
3.00,DataCore,I1861,Thomas Walls,DataCore,Branding,1639.00,Paid,Nigeria,2024-11-13,2025-04-22,482.5,3
10.00,Nova Systems,I1862,Lynn Rodriguez,Nova Systems,Social Media,1691.00,Failed,Nigeria,2024-06-27,2025-10-11,482.5,1
7.00,TechBridge,I1863,Robert Doyle,TechBridge,Social Media,1878.00,Paid,Canada,2024-07-29,2025-07-15,127,5
5.00,TechBridge,I1864,Devon Campos,TechBridge,Web Dev,1846.00,Pending,Canada,2024-05-05,2024-12-29,870,4
6.00,DataCore,I1865,Susan Eaton,DataCore,Growth Strategy,486.00,Paid,UK,2024-09-08,2025-10-16,482.5,4
6.00,TechBridge,I1866,Lisa Coffey,TechBridge,Analytics,721.00,Pending,Germany,2025-01-30,2025-08-23,1110,2
3.00,TechBridge,I1867,Mary Warren,TechBridge,Cloud Migration,1278.00,Failed,Canada,2024-02-23,2025-10-21,877,5
5.00,Skyline Inc.,I1868,John Anderson,Skyline Inc.,Web Dev,1343.00,Paid,UK,2024-03-13,2025-01-27,280,2
4.00,Betta Ltd.,I1869,Jonathan Brown,Betta Ltd.,Analytics,533.00,Failed,UK,2023-10-02,2025-06-01,474,1
5.00,EcoTrans,I1870,Michael Fischer,EcoTrans,SEO,977.00,Pending,USA,2024-09-27,2025-07-31,118,3
8.00,CloudSoft,I1871,Ricky Williams,CloudSoft,SEO,1623.00,Pending,USA,2024-11-16,2025-05-31,320,5
1.00,Betta Ltd.,I1872,Terry Preston,Betta Ltd.,Analytics,175.00,Pending,Germany,2024-01-17,2025-12-12,482.5,3
6.00,Nova Systems,I1873,Andrew Adams,Nova Systems,Social Media,1996.00,Failed,UK,2024-05-21,2024-12-05,482.5,3
3.00,Nova Systems,I1874,Bradley Wilkinson,Nova Systems,Branding,1669.00,Failed,Germany,2024-07-11,2025-11-09,482.5,3
1.00,DataCore,I1875,Rebecca Stanton,DataCore,Branding,1845.00,Failed,USA,2023-10-09,2023-12-17,1119,3
2.00,EcoTrans,I1876,Brooke Patterson,EcoTrans,SEO,290.00,Failed,USA,2023-11-08,2024-02-24,261,3
2.00,TechBridge,I1877,Jennifer Serrano,TechBridge,Branding,490.00,Failed,Germany,2025-08-18,2025-09-02,974,1
8.00,Nova Systems,I1878,Jodi Hull,Nova Systems,Web Dev,1683.00,Paid,UK,2024-03-01,2024-04-07,482.5,5
1.00,CloudSoft,I1879,Steven Pierce,CloudSoft,Analytics,1631.00,Pending,UK,2024-06-04,2024-12-05,482.5,3
4.00,CloudSoft,I1880,Kevin Hahn,CloudSoft,Web Dev,1999.00,Paid,USA,2024-03-04,2024-03-10,400,3
10.00,CloudSoft,I1881,Teresa Norton,CloudSoft,Analytics,1766.00,Pending,Nigeria,2024-01-17,2024-07-20,390,2
2.00,Nova Systems,I1882,Christine Scott,Nova Systems,Masterclass,1534.00,Failed,USA,2025-07-01,2025-09-01,482.5,4
10.00,TechBridge,I1883,Lindsey White DDS,TechBridge,Cloud Migration,191.00,Failed,UK,2025-06-28,2025-09-14,335,2
5.00,Green Energy,I1884,Mary Parsons,Green Energy,SEO,1868.00,Failed,Nigeria,2024-03-04,2025-07-07,78,3
8.00,DataCore,I1885,Unknown_Intern_1,DataCore,Growth Strategy,1572.00,Failed,Nigeria,2024-01-07,2025-02-04,482.5,3
6.00,Green Energy,I1886,Christopher Morris,Green Energy,Branding,1471.00,Paid,Canada,2024-08-23,2025-07-19,695,1
3.00,Skyline Inc.,I1887,Leonard Herring,Skyline Inc.,Social Media,1015.00,Paid,Nigeria,2025-02-07,2025-04-10,482.5,5
7.00,Skyline Inc.,I1888,David Nelson,Skyline Inc.,SEO,1653.00,Pending,Nigeria,2025-07-01,2025-09-09,94,3
10.00,Betta Ltd.,I1889,David Perez,Betta Ltd.,Analytics,1035.00,Pending,USA,2024-10-05,2024-10-20,884,4
1.00,Green Energy,I1890,Stephen Riley,Green Energy,Social Media,1700.00,Failed,Canada,2025-05-30,2025-09-20,482.5,3
4.00,TechBridge,I1891,Brian Bennett,TechBridge,Cloud Migration,1282.00,Failed,Germany,2024-03-19,2025-10-08,482.5,3
1.00,Skyline Inc.,I1892,Brittany Wyatt,Skyline Inc.,Analytics,1504.00,Pending,USA,2024-11-10,2024-12-22,488,3
5.00,CloudSoft,I1893,Robert Krueger,CloudSoft,Masterclass,1853.00,Pending,USA,2024-08-07,2025-10-15,684,4
7.00,Green Energy,I1894,Kimberly Mcdonald,Green Energy,Analytics,546.00,Pending,Germany,2025-08-02,2025-08-13,482.5,4
8.00,Skyline Inc.,I1895,Amy Schmidt,Skyline Inc.,Web Dev,405.00,Failed,USA,2024-04-13,2025-10-14,914,3
6.00,TechBridge,I1896,Sara Lynch,TechBridge,Web Dev,846.00,Failed,Nigeria,2024-08-27,2025-08-19,482.5,4
1.00,Skyline Inc.,I1897,Unknown_Intern_1,Skyline Inc.,Social Media,1940.00,Pending,Canada,2024-12-20,2025-07-29,482.5,2
6.00,InfinitX,I1898,Jeremiah Skinner DDS,InfinitX,Social Media,1809.00,Pending,USA,2025-02-23,2025-07-31,482.5,3
2.00,CloudSoft,I1899,Donald Wagner,CloudSoft,SEO,1810.00,Pending,UK,2024-03-20,2025-08-10,75,3
2.00,InfinitX,I1900,Ashley Woods,InfinitX,Masterclass,360.00,Paid,USA,2024-02-18,2025-06-20,644,1
3.00,Nova Systems,I1901,Charles Smith,Nova Systems,Cloud Migration,1959.00,Paid,USA,2024-08-14,2024-09-16,16,3
7.00,Alpha Tech,I1902,Justin Williams,Alpha Tech,Masterclass,1085.00,Pending,USA,2025-05-27,2025-07-28,1120,2
3.00,Betta Ltd.,I1903,Craig Martin,Betta Ltd.,Masterclass,452.00,Pending,Nigeria,2024-02-29,2025-09-19,983,3
1.00,Green Energy,I1904,Michael Ayers,Green Energy,Masterclass,337.00,Paid,Nigeria,2025-02-27,2025-07-11,43,3
10.00,Betta Ltd.,I1905,Victor Flores,Betta Ltd.,Growth Strategy,904.00,Pending,Canada,2024-05-01,2025-11-07,277,3
7.00,Green Energy,I1906,Erika Hobbs,Green Energy,Masterclass,1843.00,Failed,Germany,2024-11-12,2024-12-13,628,5
7.00,Alpha Tech,I1907,Keith Turner,Alpha Tech,SEO,1813.00,Paid,Nigeria,2023-12-10,2025-05-24,482.5,3
10.00,TechBridge,I1908,Ryan Harris,TechBridge,Web Dev,1864.00,Failed,Canada,2025-01-19,2025-04-06,638,3
7.00,Green Energy,I1909,Kristopher Hill,Green Energy,Social Media,402.00,Pending,Germany,2025-07-05,2025-12-01,1035,3
1.00,EcoTrans,I1910,Unknown_Intern_1,EcoTrans,Web Dev,1111.00,Paid,USA,2025-08-25,2025-09-27,482.5,3
9.00,Nova Systems,I1911,Rebecca Harris,Nova Systems,Branding,254.00,Failed,Nigeria,2025-07-14,2025-12-14,482.5,3
3.00,Alpha Tech,I1912,Andrew Villarreal,Alpha Tech,Branding,316.00,Failed,USA,2024-03-09,2024-08-17,912,3
5.00,EcoTrans,I1913,Jordan Sexton,EcoTrans,Social Media,1343.00,Failed,UK,2024-10-15,2024-12-29,478,4
4.00,CloudSoft,I1914,Edgar Thompson,CloudSoft,SEO,240.00,Failed,UK,2025-07-28,2025-09-03,1035,4
5.00,Nova Systems,I1915,Mia Brown,Nova Systems,Web Dev,1822.00,Failed,Canada,2024-11-13,2024-11-23,1046,3
7.00,Green Energy,I1916,Bradley Porter,Green Energy,Masterclass,1549.00,Failed,Canada,2025-01-30,2025-05-31,803,4
5.00,DataCore,I1917,Jeffrey Burton,DataCore,Social Media,290.00,Paid,UK,2024-04-17,2025-02-12,809,5
10.00,InfinitX,I1918,Kara Hester,InfinitX,SEO,362.00,Failed,USA,2024-05-14,2025-01-14,794,4
2.00,Alpha Tech,I1919,Kimberly Long,Alpha Tech,Social Media,714.00,Pending,USA,2023-09-20,2024-08-16,107,3
1.00,Green Energy,I1920,Jessica Baker,Green Energy,Analytics,378.00,Failed,USA,2025-08-31,2025-10-08,482.5,3
9.00,TechBridge,I1921,Nicole Barker,TechBridge,Cloud Migration,1715.00,Pending,USA,2024-10-25,2024-11-12,482.5,4
8.00,CloudSoft,I1922,Christine Howard,CloudSoft,Web Dev,1913.00,Pending,Germany,2024-12-16,2025-11-06,482.5,5
4.00,CloudSoft,I1923,Colton Benton,CloudSoft,Branding,291.00,Pending,USA,2023-09-23,2025-03-16,482.5,3
3.00,Green Energy,I1924,Brian Vaughn,Green Energy,Masterclass,1127.00,Failed,Canada,2024-12-18,2025-10-02,119,3
10.00,Green Energy,I1925,Jerry Bush,Green Energy,SEO,1258.00,Failed,Nigeria,2024-11-03,2025-03-01,257,2
3.00,TechBridge,I1926,Fernando Chapman,TechBridge,Masterclass,1885.00,Pending,UK,2024-05-27,2024-10-09,482.5,3
9.00,EcoTrans,I1927,Nicole Salas,EcoTrans,Branding,1068.00,Paid,Nigeria,2023-10-06,2025-01-08,1089,3
3.00,Green Energy,I1928,Elizabeth Mccormick,Green Energy,Cloud Migration,1659.00,Pending,Germany,2025-03-16,2025-06-03,825,3
9.00,InfinitX,I1929,Kimberly Rios,InfinitX,Masterclass,884.00,Pending,Canada,2024-01-09,2024-08-24,698,3
6.00,Skyline Inc.,I1930,Heather Thornton,Skyline Inc.,Branding,1373.00,Failed,Nigeria,2024-03-17,2025-02-04,43,3
9.00,EcoTrans,I1931,Scott Mcintosh,EcoTrans,Cloud Migration,1558.00,Failed,UK,2024-10-10,2025-10-10,482.5,3
6.00,Nova Systems,I1932,Kimberly Weaver,Nova Systems,Web Dev,484.00,Failed,Nigeria,2024-05-19,2025-09-26,446,3
4.00,Green Energy,I1933,Vincent Delgado,Green Energy,Masterclass,1385.00,Failed,UK,2023-10-15,2025-02-26,482.5,3
7.00,EcoTrans,I1934,Casey Alvarez,EcoTrans,SEO,1197.00,Paid,UK,2025-03-15,2025-06-14,1123,3
8.00,CloudSoft,I1935,Kenneth Davis,CloudSoft,Branding,1245.00,Failed,Nigeria,2025-05-21,2025-11-01,824,3
10.00,TechBridge,I1936,John Pruitt,TechBridge,Analytics,1765.00,Failed,UK,2025-01-06,2025-04-08,482.5,5
5.00,InfinitX,I1937,Dr. Katherine Sanchez,InfinitX,Analytics,313.00,Pending,Canada,2024-09-13,2024-12-23,1073,3
9.00,Betta Ltd.,I1938,Grace Vazquez,Betta Ltd.,SEO,1811.00,Pending,Canada,2023-11-01,2024-03-06,353,3
5.00,Betta Ltd.,I1939,Teresa Stanley,Betta Ltd.,Masterclass,1997.00,Pending,Canada,2024-09-13,2025-05-20,1199,3
1.00,Betta Ltd.,I1940,Scott Padilla,Betta Ltd.,Analytics,366.00,Failed,UK,2023-12-16,2024-03-04,842,3
7.00,Skyline Inc.,I1941,Edward Ali,Skyline Inc.,Branding,111.00,Failed,Canada,2025-09-06,2025-12-06,208,3
10.00,Alpha Tech,I1942,Laura James,Alpha Tech,Analytics,1765.00,Pending,Nigeria,2024-01-17,2024-12-27,1154,3
9.00,Nova Systems,I1943,Rachel Hanson,Nova Systems,Cloud Migration,1261.00,Pending,Canada,2024-04-22,2024-10-15,903,1
7.00,InfinitX,I1944,Erika Johnson,InfinitX,Web Dev,1539.00,Paid,Canada,2024-01-28,2025-03-28,482.5,3
5.00,Nova Systems,I1945,Joyce Miller,Nova Systems,Web Dev,1744.00,Pending,Nigeria,2025-07-18,2025-11-26,482.5,1
8.00,Alpha Tech,I1946,Lindsey Rodriguez,Alpha Tech,Cloud Migration,1963.00,Failed,Germany,2024-07-01,2024-08-17,1116,4
2.00,DataCore,I1947,Jeff Taylor,DataCore,Analytics,1523.00,Pending,Germany,2024-02-16,2024-10-06,886,2
9.00,CloudSoft,I1948,Deanna Pham,CloudSoft,Cloud Migration,585.00,Paid,Germany,2025-02-25,2025-06-02,482.5,3
3.00,InfinitX,I1949,Michael Lindsey,InfinitX,Web Dev,1509.00,Failed,UK,2023-11-26,2024-12-04,482.5,3
3.00,Green Energy,I1950,Sonya Pennington,Green Energy,Branding,970.00,Paid,UK,2025-04-04,2025-10-25,735,4
2.00,CloudSoft,I1951,Monica Erickson,CloudSoft,SEO,861.00,Failed,UK,2023-11-17,2024-11-12,922,3
5.00,CloudSoft,I1952,Gabriel Vance,CloudSoft,Web Dev,1686.00,Pending,USA,2024-02-20,2024-10-12,482.5,3
8.00,Alpha Tech,I1953,Tina Hutchinson,Alpha Tech,Growth Strategy,923.00,Failed,UK,2024-02-16,2024-07-31,444,4
1.00,Alpha Tech,I1954,David Nelson,Alpha Tech,Cloud Migration,220.00,Pending,Nigeria,2024-12-16,2025-03-21,255,5
5.00,Nova Systems,I1955,Anthony Benton,Nova Systems,SEO,242.00,Pending,Nigeria,2024-02-27,2024-03-07,1001,3
9.00,CloudSoft,I1956,Lindsey Spears,CloudSoft,Web Dev,1352.00,Pending,Nigeria,2024-09-16,2024-10-18,293,3
6.00,Green Energy,I1957,Amanda Bush,Green Energy,Growth Strategy,146.00,Failed,Nigeria,2025-01-19,2025-05-05,1045,1
5.00,Alpha Tech,I1958,Sarah Alexander,Alpha Tech,Branding,1763.00,Pending,USA,2023-10-22,2024-03-02,944,3
7.00,InfinitX,I1959,Maria Hernandez,InfinitX,SEO,730.00,Failed,Canada,2023-09-28,2023-12-06,371,5
7.00,CloudSoft,I1960,Adam Henderson,CloudSoft,Masterclass,1776.00,Pending,USA,2024-02-22,2024-11-23,1117,3
5.00,Skyline Inc.,I1961,Ashlee Brown,Skyline Inc.,Social Media,732.00,Pending,Canada,2024-02-06,2025-06-07,482.5,3
7.00,EcoTrans,I1962,Carol Price,EcoTrans,Branding,600.00,Paid,Canada,2025-08-12,2025-10-14,638,3
10.00,Skyline Inc.,I1963,Jodi Murphy,Skyline Inc.,Masterclass,1291.00,Pending,Nigeria,2024-10-06,2025-08-28,1076,3
1.00,TechBridge,I1964,Lauren Snyder,TechBridge,Branding,450.00,Failed,Nigeria,2024-04-25,2024-08-22,865,3
2.00,Skyline Inc.,I1965,Joshua Mccall,Skyline Inc.,Analytics,963.00,Failed,Germany,2024-12-30,2025-07-30,162,2
4.00,Skyline Inc.,I1966,Alexandra Ferguson,Skyline Inc.,Web Dev,730.00,Failed,Canada,2024-07-24,2025-01-29,312,3
5.00,Skyline Inc.,I1967,Monique Rogers,Skyline Inc.,Branding,897.00,Failed,UK,2024-01-27,2025-09-26,149,3
3.00,Skyline Inc.,I1968,Kenneth Wilson,Skyline Inc.,Masterclass,992.00,Pending,Nigeria,2024-03-27,2025-07-24,310,2
5.00,InfinitX,I1969,David Marshall,InfinitX,Branding,1664.00,Paid,USA,2025-02-08,2025-08-31,178,3
7.00,Nova Systems,I1970,Benjamin Ramirez,Nova Systems,Social Media,902.00,Paid,Germany,2024-01-21,2024-11-17,482.5,3
4.00,InfinitX,I1971,Carrie Schmidt,InfinitX,Analytics,1890.00,Pending,Germany,2024-08-26,2025-04-08,185,1
10.00,InfinitX,I1972,Eric Porter,InfinitX,Branding,1316.00,Pending,Canada,2024-08-02,2025-01-17,1043,5
7.00,Green Energy,I1973,Megan Farmer,Green Energy,SEO,1746.00,Pending,Canada,2024-12-19,2025-06-26,623,3
6.00,CloudSoft,I1974,Kaitlyn Willis,CloudSoft,SEO,1103.00,Pending,Nigeria,2024-08-18,2025-01-19,482.5,3
8.00,CloudSoft,I1975,Lee Novak,CloudSoft,Branding,284.00,Pending,Germany,2024-07-31,2025-10-11,782,3
9.00,Green Energy,I1976,Chad Herman,Green Energy,Growth Strategy,971.00,Pending,USA,2024-01-29,2024-03-07,21,5
6.00,Betta Ltd.,I1977,Michael Tate,Betta Ltd.,Cloud Migration,265.00,Failed,USA,2025-03-30,2025-10-17,482.5,3
7.00,EcoTrans,I1978,Kenneth Hughes,EcoTrans,Branding,334.00,Pending,Nigeria,2024-08-06,2025-03-13,210,3
7.00,EcoTrans,I1979,Steven Munoz,EcoTrans,Masterclass,1366.00,Pending,Nigeria,2024-06-29,2025-04-05,309,3
5.00,EcoTrans,I1980,Steven Brown,EcoTrans,SEO,1251.00,Paid,Germany,2025-08-14,2025-09-19,289,3
6.00,EcoTrans,I1981,David Price,EcoTrans,Analytics,1528.00,Pending,USA,2024-11-06,2025-03-15,1143,3
5.00,CloudSoft,I1982,Jessica Bell,CloudSoft,Growth Strategy,1697.00,Pending,Nigeria,2024-06-03,2024-10-06,438,3
3.00,Green Energy,I1983,Nicole Butler,Green Energy,Social Media,391.00,Failed,Germany,2024-07-22,2024-08-11,122,3
2.00,CloudSoft,I1984,Travis Turner MD,CloudSoft,Growth Strategy,759.00,Pending,Nigeria,2024-07-15,2025-03-28,482.5,5
5.00,InfinitX,I1985,Alfred Mann,InfinitX,Branding,1612.00,Failed,UK,2024-02-05,2025-02-12,657,3
3.00,Green Energy,I1986,Matthew Torres,Green Energy,Social Media,1810.00,Paid,USA,2024-12-12,2025-06-11,1035,3
2.00,TechBridge,I1987,Vincent Riley,TechBridge,Growth Strategy,1328.00,Pending,UK,2024-01-20,2025-07-02,348,3
3.00,Betta Ltd.,I1988,Dr. Amy Nielsen,Betta Ltd.,Branding,1640.00,Failed,Nigeria,2024-01-06,2024-06-06,323,1
8.00,InfinitX,I1989,Daniel Chavez,InfinitX,Web Dev,681.00,Paid,Canada,2025-04-16,2025-11-17,482.5,4
4.00,TechBridge,I1990,Alexandra Young,TechBridge,Growth Strategy,1667.00,Pending,Nigeria,2024-11-12,2025-07-16,797,5
5.00,DataCore,I1991,William Stuart,DataCore,Web Dev,1920.00,Pending,UK,2025-05-24,2025-08-31,322,3
4.00,CloudSoft,I1992,Thomas Williams,CloudSoft,Branding,1247.00,Pending,Nigeria,2023-11-27,2024-05-27,482.5,3
7.00,Betta Ltd.,I1993,Christopher Mills,Betta Ltd.,Social Media,220.00,Failed,USA,2024-01-06,2024-05-28,745,2
7.00,Nova Systems,I1994,Stephanie White,Nova Systems,Social Media,617.00,Paid,Nigeria,2025-03-29,2025-05-28,156,3
3.00,Green Energy,I1995,Mr. Ronald Montoya,Green Energy,Cloud Migration,1911.00,Failed,Nigeria,2024-09-27,2025-07-16,272,3
7.00,TechBridge,I1996,Unknown_Intern_1,TechBridge,Cloud Migration,1376.00,Pending,Canada,2024-01-20,2025-11-25,329,5
7.00,InfinitX,I1997,Lauren Mclaughlin,InfinitX,SEO,960.00,Failed,Canada,2025-03-19,2025-04-28,52,4
7.00,Nova Systems,I1998,Jeffrey Johnson,Nova Systems,Web Dev,407.00,Pending,Germany,2025-08-14,2025-10-23,347,3
4.00,DataCore,I1999,William Middleton,DataCore,Masterclass,988.00,Paid,Canada,2024-05-05,2025-12-03,482.5,3
5.00,Nova Systems,I2000,Amanda Torres,Nova Systems,SEO,1026.00,Pending,UK,2025-02-25,2025-04-10,1013,2
7.00,Skyline Inc.,I2001,Unknown_Intern_1,Skyline Inc.,Masterclass,873.00,Failed,Nigeria,2025-09-08,2025-09-29,625,3
7.00,Green Energy,I2002,Andrew Ayala,Green Energy,Social Media,729.00,Paid,Nigeria,2025-09-11,2025-10-30,480,3
4.00,Green Energy,I2003,Elizabeth Davis,Green Energy,Branding,460.00,Failed,UK,2025-09-11,2025-10-08,225,3
2.00,Green Energy,I2004,Craig Adams,Green Energy,Masterclass,1831.00,Pending,Nigeria,2024-12-28,2025-04-12,783,3
7.00,InfinitX,I2005,Catherine Oneill,InfinitX,Cloud Migration,208.00,Pending,Nigeria,2024-02-02,2025-02-17,482.5,3
7.00,Alpha Tech,I2006,Christine Thomas,Alpha Tech,Web Dev,1702.00,Pending,UK,2024-06-09,2025-07-13,396,4
4.00,DataCore,I2007,Teresa Horton,DataCore,Branding,800.00,Failed,USA,2024-09-27,2025-05-03,482.5,1
3.00,EcoTrans,I2008,Rebecca Wheeler,EcoTrans,Branding,1974.00,Pending,USA,2024-02-09,2025-02-17,1151,5
5.00,Skyline Inc.,I2009,Peter Brown,Skyline Inc.,Analytics,303.00,Failed,USA,2025-01-30,2025-06-04,298,1
10.00,Betta Ltd.,I2010,Christopher Martinez,Betta Ltd.,Social Media,1528.00,Failed,USA,2024-02-16,2024-03-01,39,3
10.00,InfinitX,I2011,Joy Salazar,InfinitX,SEO,1384.00,Pending,Canada,2023-11-06,2024-10-29,482.5,3
5.00,Betta Ltd.,I2012,Shannon Sherman,Betta Ltd.,Social Media,978.00,Failed,Nigeria,2025-07-21,2025-10-09,196,3
10.00,Nova Systems,I2013,Michael Tyler,Nova Systems,Cloud Migration,988.00,Paid,Germany,2025-01-05,2025-04-07,482.5,3
6.00,DataCore,I2014,Matthew Williams,DataCore,Branding,1750.00,Paid,Canada,2023-11-17,2024-07-01,1110,2
4.00,Skyline Inc.,I2015,Jasmine Werner,Skyline Inc.,Growth Strategy,1718.00,Failed,Germany,2024-12-25,2025-01-14,482.5,3
9.00,CloudSoft,I2016,Nicholas Lyons,CloudSoft,Web Dev,118.00,Failed,Canada,2023-11-12,2025-09-01,482.5,3
9.00,Green Energy,I2017,Jennifer Rubio,Green Energy,Cloud Migration,854.00,Failed,Canada,2025-02-15,2025-09-04,55,3
1.00,Betta Ltd.,I2018,Diane Delgado,Betta Ltd.,Growth Strategy,230.00,Failed,Nigeria,2025-06-01,2025-10-20,154,4
7.00,CloudSoft,I2019,Jesse Simon,CloudSoft,SEO,1816.00,Failed,UK,2025-02-27,2025-08-09,30,3
8.00,InfinitX,I2020,Jonathon Schwartz,InfinitX,Analytics,488.00,Pending,UK,2024-12-18,2025-03-31,834,4
4.00,Nova Systems,I2021,Denise Harper,Nova Systems,Growth Strategy,586.00,Failed,USA,2024-11-27,2025-03-28,1199,5
2.00,Betta Ltd.,I2022,Harry Clark,Betta Ltd.,Cloud Migration,578.00,Failed,Germany,2024-10-01,2025-02-17,482.5,3
3.00,EcoTrans,I2023,Nancy Koch,EcoTrans,SEO,1500.00,Pending,UK,2023-11-25,2024-12-15,351,3
6.00,DataCore,I2024,Dominic Russell,DataCore,Growth Strategy,583.00,Failed,Canada,2025-03-23,2025-08-10,482.5,5
5.00,Nova Systems,I2025,Mark Garcia,Nova Systems,Growth Strategy,1125.00,Pending,Nigeria,2025-02-22,2025-06-25,821,3
6.00,DataCore,I2026,Charles Myers,DataCore,Growth Strategy,852.00,Failed,Canada,2024-01-07,2025-09-19,482.5,3
2.00,Nova Systems,I2027,Manuel Brown,Nova Systems,Branding,720.00,Pending,USA,2024-06-02,2024-09-14,482.5,3
2.00,DataCore,I2028,Cameron Wood,DataCore,Web Dev,1032.00,Pending,Nigeria,2025-08-29,2025-09-13,482.5,3
1.00,Skyline Inc.,I2029,Michael Baker,Skyline Inc.,SEO,1784.00,Failed,Canada,2024-11-16,2025-10-03,309,3
4.00,TechBridge,I2030,Jonathan Clay,TechBridge,Analytics,902.00,Failed,Canada,2025-06-27,2025-10-02,213,5
3.00,EcoTrans,I2031,Joseph Valencia,EcoTrans,Masterclass,674.00,Pending,Nigeria,2024-02-20,2025-04-07,482.5,1
8.00,TechBridge,I2032,Pedro Reynolds,TechBridge,Masterclass,1630.00,Paid,Germany,2023-12-07,2025-01-24,482.5,3
7.00,Skyline Inc.,I2033,Mrs. Lindsey Richardson,Skyline Inc.,Analytics,1203.00,Paid,Nigeria,2024-07-28,2025-03-10,482.5,3
7.00,Betta Ltd.,I2034,Tara Archer,Betta Ltd.,Growth Strategy,957.00,Paid,Germany,2025-01-05,2025-01-08,482.5,3
10.00,InfinitX,I2035,Rebecca Bright,InfinitX,Growth Strategy,1993.00,Pending,Canada,2024-07-30,2024-08-21,294,3
4.00,Betta Ltd.,I2036,Donald Roberts,Betta Ltd.,Masterclass,1143.00,Failed,UK,2025-07-02,2025-09-13,1110,3
6.00,Betta Ltd.,I2037,Anna Silva,Betta Ltd.,Masterclass,578.00,Paid,UK,2024-02-16,2024-04-04,482.5,2
5.00,CloudSoft,I2038,Mark Shelton,CloudSoft,Growth Strategy,965.00,Failed,Nigeria,2025-04-17,2025-11-12,482.5,3
3.00,Green Energy,I2039,Leah Carr,Green Energy,SEO,1004.00,Pending,UK,2023-12-26,2024-01-01,900,4
8.00,InfinitX,I2040,Nicole Aguilar,InfinitX,Growth Strategy,1144.00,Pending,UK,2025-02-18,2025-05-06,482.5,3
5.00,DataCore,I2041,Mark Wilson,DataCore,SEO,189.00,Failed,UK,2024-04-07,2025-07-23,719,3
2.00,InfinitX,I2042,Dr. Bryan Clark,InfinitX,SEO,1595.00,Paid,Canada,2024-03-20,2025-11-05,898,2
4.00,Green Energy,I2043,Zachary Murphy,Green Energy,Cloud Migration,1832.00,Failed,Canada,2024-05-14,2025-07-20,983,4
8.00,EcoTrans,I2044,Kimberly Barker,EcoTrans,Masterclass,274.00,Paid,Nigeria,2024-05-12,2024-06-04,843,3
6.00,Alpha Tech,I2045,William Robinson,Alpha Tech,Growth Strategy,1607.00,Failed,Nigeria,2025-01-01,2025-03-18,850,3
8.00,TechBridge,I2046,Heather Drake,TechBridge,SEO,1182.00,Failed,Canada,2025-01-05,2025-09-27,482.5,5
7.00,Alpha Tech,I2047,Jeffrey Hall,Alpha Tech,Web Dev,1278.00,Failed,Canada,2025-05-11,2025-11-01,682,3
